"","gene_name","longest_transcript"
"18148","ENSMUSG00000027923.3","ENSMUST00000029531.3"
"18149","ENSMUSG00000042510.7","ENSMUST00000039323.7"
"18150","ENSMUSG00000022558.16","ENSMUST00000096385.10"
"18151","ENSMUSG00000095075.2","ENSMUST00000213970.1"
"18152","ENSMUSG00000115170.1","ENSMUST00000227493.1"
"18153","ENSMUSG00000043333.12","ENSMUST00000106204.1"
"18154","ENSMUSG00000034274.11","ENSMUST00000038237.7"
"18155","ENSMUSG00000030244.7","ENSMUST00000032371.7"
"18156","ENSMUSG00000060509.5","ENSMUST00000182350.2"
"18157","ENSMUSG00000017412.15","ENSMUST00000078324.6"
"18158","ENSMUSG00000039512.12","ENSMUST00000114849.2"
"18159","ENSMUSG00000038722.17","ENSMUST00000162594.7"
"18160","ENSMUSG00000005981.11","ENSMUST00000006137.8"
"18161","ENSMUSG00000021460.17","ENSMUST00000021913.15"
"18162","ENSMUSG00000023892.8","ENSMUST00000039577.7"
"18163","ENSMUSG00000112129.1","ENSMUST00000020266.14"
"18164","ENSMUSG00000091537.2","ENSMUST00000167504.2"
"18165","ENSMUSG00000039630.10","ENSMUST00000037748.8"
"18166","ENSMUSG00000047648.13","ENSMUST00000129456.7"
"18167","ENSMUSG00000031351.15","ENSMUST00000164800.7"
"18168","ENSMUSG00000062991.9","ENSMUST00000209107.3"
"18169","ENSMUSG00000022663.3","ENSMUST00000023343.3"
"18170","ENSMUSG00000025217.15","ENSMUST00000065601.12"
"18171","ENSMUSG00000031605.8","ENSMUST00000210166.1"
"18172","ENSMUSG00000033009.15","ENSMUST00000109556.8"
"18173","ENSMUSG00000025804.5","ENSMUST00000026911.5"
"18174","ENSMUSG00000040985.13","ENSMUST00000043377.5"
"18175","ENSMUSG00000002210.11","ENSMUST00000002280.10"
"18176","ENSMUSG00000025645.8","ENSMUST00000026735.8"
"18177","ENSMUSG00000057409.7","ENSMUST00000233158.1"
"18178","ENSMUSG00000027349.5","ENSMUST00000028825.4"
"18179","ENSMUSG00000052525.14","ENSMUST00000144142.1"
"18180","ENSMUSG00000048376.6","ENSMUST00000059193.6"
"18181","ENSMUSG00000051354.14","ENSMUST00000220219.1"
"18182","ENSMUSG00000054102.15","ENSMUST00000108387.8"
"18183","ENSMUSG00000051341.6","ENSMUST00000233281.1"
"18184","ENSMUSG00000028024.14","ENSMUST00000029658.13"
"18185","ENSMUSG00000096167.4","ENSMUST00000212502.3"
"18186","ENSMUSG00000052316.9","ENSMUST00000064606.7"
"18187","ENSMUSG00000064039.4","ENSMUST00000071404.4"
"18188","ENSMUSG00000059363.10","ENSMUST00000081333.10"
"18189","ENSMUSG00000029484.12","ENSMUST00000031447.11"
"18190","ENSMUSG00000037058.16","ENSMUST00000041314.16"
"18191","ENSMUSG00000020072.15","ENSMUST00000020262.4"
"18192","ENSMUSG00000047953.7","ENSMUST00000061190.7"
"18193","ENSMUSG00000024325.8","ENSMUST00000025183.8"
"18194","ENSMUSG00000040978.4","ENSMUST00000043285.4"
"18195","ENSMUSG00000046417.14","ENSMUST00000057194.8"
"18196","ENSMUSG00000034442.11","ENSMUST00000116420.3"
"18197","ENSMUSG00000056692.13","ENSMUST00000075076.5"
"18198","ENSMUSG00000024566.10","ENSMUST00000091790.4"
"18199","ENSMUSG00000024617.16","ENSMUST00000025519.10"
"18200","ENSMUSG00000024774.16","ENSMUST00000025686.8"
"18201","ENSMUSG00000001864.13","ENSMUST00000001920.12"
"18202","ENSMUSG00000002015.5","ENSMUST00000002091.5"
"18203","ENSMUSG00000038302.14","ENSMUST00000041024.14"
"18204","ENSMUSG00000048067.8","ENSMUST00000213656.1"
"18205","ENSMUSG00000066153.2","ENSMUST00000077719.3"
"18206","ENSMUSG00000094347.2","ENSMUST00000214064.1"
"18207","ENSMUSG00000032609.12","ENSMUST00000193286.5"
"18208","ENSMUSG00000035448.9","ENSMUST00000039171.8"
"18209","ENSMUSG00000111732.1","ENSMUST00000204402.2"
"18210","ENSMUSG00000056078.6","ENSMUST00000025685.7"
"18211","ENSMUSG00000095696.3","ENSMUST00000204529.2"
"18212","ENSMUSG00000033434.15","ENSMUST00000077220.13"
"18213","ENSMUSG00000005378.17","ENSMUST00000085984.10"
"18214","ENSMUSG00000049103.14","ENSMUST00000171719.7"
"18215","ENSMUSG00000096497.2","ENSMUST00000213329.1"
"18216","ENSMUSG00000049217.4","ENSMUST00000213222.1"
"18217","ENSMUSG00000041842.15","ENSMUST00000107689.6"
"18218","ENSMUSG00000037805.15","ENSMUST00000042334.15"
"18219","ENSMUSG00000017064.4","ENSMUST00000017208.4"
"18220","ENSMUSG00000095527.3","ENSMUST00000075228.1"
"18221","ENSMUSG00000111273.1","ENSMUST00000213236.1"
"18222","ENSMUSG00000039106.6","ENSMUST00000036227.6"
"18223","ENSMUSG00000068196.5","ENSMUST00000089332.4"
"18224","ENSMUSG00000032925.16","ENSMUST00000049681.13"
"18225","ENSMUSG00000050270.12","ENSMUST00000079077.11"
"18226","ENSMUSG00000044025.6","ENSMUST00000218901.1"
"18227","ENSMUSG00000047368.4","ENSMUST00000052556.4"
"18228","ENSMUSG00000096356.3","ENSMUST00000072290.4"
"18229","ENSMUSG00000047626.4","ENSMUST00000217228.1"
"18230","ENSMUSG00000094782.7","ENSMUST00000188881.6"
"18231","ENSMUSG00000093755.2","ENSMUST00000226217.1"
"18232","ENSMUSG00000050989.9","ENSMUST00000060435.6"
"18233","ENSMUSG00000040140.15","ENSMUST00000045717.6"
"18234","ENSMUSG00000094496.2","ENSMUST00000215436.1"
"18235","ENSMUSG00000031993.7","ENSMUST00000164099.2"
"18236","ENSMUSG00000027775.9","ENSMUST00000029344.9"
"18237","ENSMUSG00000024354.13","ENSMUST00000025212.7"
"18238","ENSMUSG00000029813.8","ENSMUST00000031837.7"
"18239","ENSMUSG00000056696.5","ENSMUST00000219278.1"
"18240","ENSMUSG00000041642.18","ENSMUST00000130864.8"
"18241","ENSMUSG00000073917.2","ENSMUST00000216971.1"
"18242","ENSMUSG00000026100.6","ENSMUST00000027269.6"
"18243","ENSMUSG00000096409.3","ENSMUST00000079804.1"
"18244","ENSMUSG00000024218.13","ENSMUST00000114848.7"
"18245","ENSMUSG00000073987.4","ENSMUST00000098242.3"
"18246","ENSMUSG00000006313.5","ENSMUST00000006476.5"
"18247","ENSMUSG00000028381.8","ENSMUST00000030074.7"
"18248","ENSMUSG00000050424.9","ENSMUST00000051569.6"
"18249","ENSMUSG00000078202.3","ENSMUST00000104999.3"
"18250","ENSMUSG00000026500.6","ENSMUST00000027781.6"
"18251","ENSMUSG00000041057.10","ENSMUST00000047086.9"
"18252","ENSMUSG00000049305.6","ENSMUST00000061209.6"
"18253","ENSMUSG00000021366.8","ENSMUST00000060148.5"
"18254","ENSMUSG00000056436.4","ENSMUST00000028430.5"
"18255","ENSMUSG00000030880.14","ENSMUST00000106483.3"
"18256","ENSMUSG00000024215.14","ENSMUST00000025054.9"
"18257","ENSMUSG00000064247.14","ENSMUST00000086687.9"
"18258","ENSMUSG00000053641.9","ENSMUST00000038890.5"
"18259","ENSMUSG00000036402.13","ENSMUST00000204511.2"
"18260","ENSMUSG00000048720.8","ENSMUST00000037302.5"
"18261","ENSMUSG00000050114.7","ENSMUST00000057072.5"
"18262","ENSMUSG00000091504.2","ENSMUST00000168440.2"
"18263","ENSMUSG00000034151.13","ENSMUST00000107778.8"
"18264","ENSMUSG00000113061.1","ENSMUST00000223428.1"
"18265","ENSMUSG00000026564.9","ENSMUST00000192369.5"
"18266","ENSMUSG00000063564.13","ENSMUST00000102765.8"
"18267","ENSMUSG00000033159.14","ENSMUST00000168720.7"
"18268","ENSMUSG00000032968.4","ENSMUST00000037330.4"
"18269","ENSMUSG00000068551.12","ENSMUST00000114560.7"
"18270","ENSMUSG00000022550.18","ENSMUST00000162503.7"
"18271","ENSMUSG00000021367.8","ENSMUST00000021796.8"
"18272","ENSMUSG00000034973.16","ENSMUST00000190957.6"
"18273","ENSMUSG00000019782.10","ENSMUST00000019917.5"
"18274","ENSMUSG00000024213.14","ENSMUST00000025050.12"
"18275","ENSMUSG00000062028.8","ENSMUST00000080594.7"
"18276","ENSMUSG00000006299.13","ENSMUST00000178235.7"
"18277","ENSMUSG00000030737.17","ENSMUST00000107088.7"
"18278","ENSMUSG00000046058.7","ENSMUST00000059596.7"
"18279","ENSMUSG00000006930.15","ENSMUST00000138603.8"
"18280","ENSMUSG00000028389.12","ENSMUST00000068822.3"
"18281","ENSMUSG00000045528.1","ENSMUST00000062535.1"
"18282","ENSMUSG00000024493.9","ENSMUST00000097590.4"
"18283","ENSMUSG00000070705.3","ENSMUST00000094651.3"
"18284","ENSMUSG00000023912.10","ENSMUST00000024705.5"
"18285","ENSMUSG00000021966.7","ENSMUST00000022537.5"
"18286","ENSMUSG00000068114.7","ENSMUST00000089174.5"
"18287","ENSMUSG00000096872.2","ENSMUST00000179814.2"
"18288","ENSMUSG00000031511.15","ENSMUST00000110909.8"
"18289","ENSMUSG00000046750.17","ENSMUST00000056589.13"
"18290","ENSMUSG00000025789.9","ENSMUST00000026896.9"
"18291","ENSMUSG00000036198.12","ENSMUST00000114904.9"
"18292","ENSMUSG00000030688.15","ENSMUST00000163799.8"
"18293","ENSMUSG00000040138.7","ENSMUST00000040134.7"
"18294","ENSMUSG00000049580.12","ENSMUST00000094161.10"
"18295","ENSMUSG00000028015.3","ENSMUST00000029649.2"
"18296","ENSMUSG00000079227.10","ENSMUST00000111442.2"
"18297","ENSMUSG00000000544.14","ENSMUST00000060833.13"
"18298","ENSMUSG00000037487.7","ENSMUST00000226414.1"
"18299","ENSMUSG00000044444.6","ENSMUST00000054146.4"
"18300","ENSMUSG00000031429.14","ENSMUST00000033805.14"
"18301","ENSMUSG00000044293.5","ENSMUST00000204820.2"
"18302","ENSMUSG00000021490.11","ENSMUST00000225259.1"
"18303","ENSMUSG00000033658.16","ENSMUST00000065784.5"
"18304","ENSMUSG00000068921.14","ENSMUST00000090938.10"
"18305","ENSMUSG00000034271.16","ENSMUST00000177587.8"
"18306","ENSMUSG00000052012.6","ENSMUST00000214584.2"
"18307","ENSMUSG00000061877.13","ENSMUST00000144156.1"
"18308","ENSMUSG00000028294.15","ENSMUST00000029971.11"
"18309","ENSMUSG00000093901.3","ENSMUST00000093867.2"
"18310","ENSMUSG00000095002.3","ENSMUST00000204979.2"
"18311","ENSMUSG00000049122.17","ENSMUST00000084474.5"
"18312","ENSMUSG00000024219.16","ENSMUST00000025058.14"
"18313","ENSMUSG00000094734.2","ENSMUST00000214182.1"
"18314","ENSMUSG00000046287.7","ENSMUST00000060418.7"
"18315","ENSMUSG00000108114.2","ENSMUST00000217094.1"
"18316","ENSMUSG00000020826.9","ENSMUST00000018610.6"
"18317","ENSMUSG00000099115.1","ENSMUST00000185178.1"
"18318","ENSMUSG00000049916.12","ENSMUST00000093336.7"
"18319","ENSMUSG00000058513.7","ENSMUST00000213294.1"
"18320","ENSMUSG00000114133.1","ENSMUST00000220449.1"
"18321","ENSMUSG00000051111.16","ENSMUST00000161263.7"
"18322","ENSMUSG00000022286.16","ENSMUST00000022895.14"
"18323","ENSMUSG00000037617.12","ENSMUST00000047348.10"
"18324","ENSMUSG00000061118.8","ENSMUST00000071263.6"
"18325","ENSMUSG00000029204.7","ENSMUST00000031106.7"
"18326","ENSMUSG00000040731.13","ENSMUST00000202622.3"
"18327","ENSMUSG00000040586.8","ENSMUST00000049501.8"
"18328","ENSMUSG00000046807.10","ENSMUST00000051129.9"
"18329","ENSMUSG00000022212.15","ENSMUST00000074225.10"
"18330","ENSMUSG00000021919.8","ENSMUST00000070125.5"
"18331","ENSMUSG00000020131.14","ENSMUST00000020340.14"
"18332","ENSMUSG00000021693.20","ENSMUST00000159772.7"
"18333","ENSMUSG00000037375.16","ENSMUST00000192585.1"
"18334","ENSMUSG00000036580.15","ENSMUST00000044116.13"
"18335","ENSMUSG00000027419.9","ENSMUST00000028905.9"
"18336","ENSMUSG00000021476.9","ENSMUST00000021929.9"
"18337","ENSMUSG00000045608.7","ENSMUST00000054244.6"
"18338","ENSMUSG00000024485.16","ENSMUST00000236124.1"
"18339","ENSMUSG00000055675.6","ENSMUST00000069399.6"
"18340","ENSMUSG00000079317.10","ENSMUST00000116495.7"
"18341","ENSMUSG00000005355.9","ENSMUST00000005488.8"
"18342","ENSMUSG00000032180.11","ENSMUST00000034698.8"
"18343","ENSMUSG00000034022.8","ENSMUST00000230157.1"
"18344","ENSMUSG00000029337.2","ENSMUST00000031280.1"
"18345","ENSMUSG00000010476.14","ENSMUST00000210774.1"
"18346","ENSMUSG00000056131.13","ENSMUST00000070064.10"
"18347","ENSMUSG00000078753.3","ENSMUST00000108087.3"
"18348","ENSMUSG00000032531.15","ENSMUST00000153965.7"
"18349","ENSMUSG00000073878.3","ENSMUST00000098123.3"
"18350","ENSMUSG00000031378.14","ENSMUST00000002084.13"
"18351","ENSMUSG00000066097.6","ENSMUST00000015368.7"
"18352","ENSMUSG00000028417.3","ENSMUST00000030124.3"
"18353","ENSMUSG00000017491.9","ENSMUST00000063750.7"
"18354","ENSMUSG00000007987.12","ENSMUST00000200157.4"
"18355","ENSMUSG00000108728.4","ENSMUST00000216180.1"
"18356","ENSMUSG00000057816.7","ENSMUST00000080333.7"
"18357","ENSMUSG00000059555.6","ENSMUST00000081869.6"
"18358","ENSMUSG00000054766.13","ENSMUST00000102866.9"
"18359","ENSMUSG00000002233.13","ENSMUST00000196817.4"
"18360","ENSMUSG00000006179.9","ENSMUST00000006341.3"
"18361","ENSMUSG00000021254.9","ENSMUST00000221368.1"
"18362","ENSMUSG00000028420.13","ENSMUST00000030127.12"
"18363","ENSMUSG00000025190.13","ENSMUST00000026196.13"
"18364","ENSMUSG00000024174.9","ENSMUST00000086876.6"
"18365","ENSMUSG00000058248.12","ENSMUST00000078470.11"
"18366","ENSMUSG00000036480.9","ENSMUST00000044533.8"
"18367","ENSMUSG00000030019.6","ENSMUST00000032094.6"
"18368","ENSMUSG00000030170.14","ENSMUST00000119369.1"
"18369","ENSMUSG00000070311.4","ENSMUST00000093866.2"
"18370","ENSMUSG00000021180.9","ENSMUST00000043599.6"
"18371","ENSMUSG00000100241.1","ENSMUST00000191501.1"
"18372","ENSMUSG00000021135.8","ENSMUST00000218162.1"
"18373","ENSMUSG00000068890.8","ENSMUST00000029530.5"
"18374","ENSMUSG00000033581.17","ENSMUST00000100052.10"
"18375","ENSMUSG00000091924.2","ENSMUST00000228467.1"
"18376","ENSMUSG00000103243.1","ENSMUST00000029524.3"
"18377","ENSMUSG00000023845.7","ENSMUST00000041047.3"
"18378","ENSMUSG00000042092.5","ENSMUST00000047055.3"
"18379","ENSMUSG00000017485.11","ENSMUST00000017629.11"
"18380","ENSMUSG00000074829.10","ENSMUST00000177714.7"
"18381","ENSMUSG00000033029.12","ENSMUST00000190959.6"
"18382","ENSMUSG00000028717.12","ENSMUST00000161601.7"
"18383","ENSMUSG00000040151.9","ENSMUST00000043325.8"
"18384","ENSMUSG00000059327.9","ENSMUST00000113779.7"
"18385","ENSMUSG00000028646.16","ENSMUST00000030399.6"
"18386","ENSMUSG00000001794.13","ENSMUST00000001845.12"
"18387","ENSMUSG00000021432.15","ENSMUST00000021870.11"
"18388","ENSMUSG00000046318.16","ENSMUST00000061103.13"
"18389","ENSMUSG00000024754.13","ENSMUST00000025663.7"
"18390","ENSMUSG00000053646.13","ENSMUST00000072093.12"
"18391","ENSMUSG00000075229.11","ENSMUST00000164916.8"
"18392","ENSMUSG00000031310.16","ENSMUST00000063577.9"
"18393","ENSMUSG00000027895.10","ENSMUST00000238670.1"
"18394","ENSMUSG00000027347.18","ENSMUST00000102534.10"
"18395","ENSMUSG00000029335.5","ENSMUST00000200388.1"
"18396","ENSMUSG00000021816.11","ENSMUST00000159027.7"
"18397","ENSMUSG00000021697.12","ENSMUST00000051594.11"
"18398","ENSMUSG00000028647.13","ENSMUST00000106202.3"
"18399","ENSMUSG00000027777.15","ENSMUST00000029346.12"
"18400","ENSMUSG00000038663.7","ENSMUST00000042318.5"
"18401","ENSMUSG00000020120.15","ENSMUST00000102881.9"
"18402","ENSMUSG00000040354.14","ENSMUST00000171564.7"
"18403","ENSMUSG00000031783.10","ENSMUST00000211939.1"
"18404","ENSMUSG00000037072.15","ENSMUST00000082437.9"
"18405","ENSMUSG00000029205.12","ENSMUST00000031108.8"
"18406","ENSMUSG00000093866.3","ENSMUST00000203785.2"
"18407","ENSMUSG00000046041.4","ENSMUST00000204641.2"
"18408","ENSMUSG00000040785.19","ENSMUST00000117648.8"
"18409","ENSMUSG00000095401.2","ENSMUST00000213331.1"
"18410","ENSMUSG00000042895.6","ENSMUST00000054742.6"
"18411","ENSMUSG00000042817.15","ENSMUST00000049324.12"
"18412","ENSMUSG00000022177.9","ENSMUST00000022784.8"
"18413","ENSMUSG00000094651.2","ENSMUST00000094663.3"
"18414","ENSMUSG00000020982.9","ENSMUST00000021368.9"
"18415","ENSMUSG00000025521.15","ENSMUST00000026595.12"
"18416","ENSMUSG00000048038.8","ENSMUST00000227200.1"
"18417","ENSMUSG00000036816.4","ENSMUST00000044059.4"
"18418","ENSMUSG00000067931.6","ENSMUST00000088787.6"
"18419","ENSMUSG00000022035.6","ENSMUST00000022614.6"
"18420","ENSMUSG00000025038.7","ENSMUST00000026014.7"
"18421","ENSMUSG00000068536.11","ENSMUST00000184917.5"
"18422","ENSMUSG00000036281.13","ENSMUST00000114115.8"
"18423","ENSMUSG00000044629.5","ENSMUST00000131515.1"
"18424","ENSMUSG00000033020.7","ENSMUST00000230271.1"
"18425","ENSMUSG00000064280.14","ENSMUST00000115245.7"
"18426","ENSMUSG00000084897.1","ENSMUST00000130870.1"
"18427","ENSMUSG00000048497.11","ENSMUST00000155759.2"
"18428","ENSMUSG00000027596.10","ENSMUST00000109697.7"
"18429","ENSMUSG00000040276.15","ENSMUST00000114873.7"
"18430","ENSMUSG00000093805.7","ENSMUST00000177958.1"
"18431","ENSMUSG00000026415.11","ENSMUST00000112477.8"
"18432","ENSMUSG00000041220.10","ENSMUST00000199910.4"
"18433","ENSMUSG00000021692.9","ENSMUST00000022203.9"
"18434","ENSMUSG00000031645.4","ENSMUST00000034064.4"
"18435","ENSMUSG00000063582.2","ENSMUST00000214757.1"
"18436","ENSMUSG00000040631.8","ENSMUST00000212810.1"
"18437","ENSMUSG00000025551.13","ENSMUST00000095529.9"
"18438","ENSMUSG00000034266.6","ENSMUST00000040536.5"
"18439","ENSMUSG00000022991.5","ENSMUST00000023726.4"
"18440","ENSMUSG00000051285.17","ENSMUST00000061280.16"
"18441","ENSMUSG00000035868.9","ENSMUST00000232827.1"
"18442","ENSMUSG00000020898.18","ENSMUST00000116359.2"
"18443","ENSMUSG00000055493.4","ENSMUST00000069106.4"
"18444","ENSMUSG00000027669.14","ENSMUST00000155737.7"
"18445","ENSMUSG00000025408.15","ENSMUST00000026475.14"
"18446","ENSMUSG00000056782.5","ENSMUST00000217177.1"
"18447","ENSMUSG00000033039.10","ENSMUST00000040320.9"
"18448","ENSMUSG00000054036.6","ENSMUST00000205772.2"
"18449","ENSMUSG00000057770.5","ENSMUST00000215359.1"
"18450","ENSMUSG00000018599.5","ENSMUST00000018743.4"
"18451","ENSMUSG00000027593.15","ENSMUST00000029120.13"
"18452","ENSMUSG00000020811.16","ENSMUST00000021168.13"
"18453","ENSMUSG00000039899.5","ENSMUST00000035799.5"
"18454","ENSMUSG00000029026.16","ENSMUST00000105644.8"
"18455","ENSMUSG00000034362.7","ENSMUST00000096090.2"
"18456","ENSMUSG00000042535.9","ENSMUST00000046463.9"
"18457","ENSMUSG00000032135.15","ENSMUST00000034650.14"
"18458","ENSMUSG00000034452.7","ENSMUST00000037798.7"
"18459","ENSMUSG00000051777.6","ENSMUST00000063263.4"
"18460","ENSMUSG00000039934.12","ENSMUST00000036031.12"
"18461","ENSMUSG00000025586.17","ENSMUST00000178892.2"
"18462","ENSMUSG00000054733.9","ENSMUST00000067927.8"
"18463","ENSMUSG00000073422.11","ENSMUST00000237759.1"
"18464","ENSMUSG00000116429.1","ENSMUST00000230446.1"
"18465","ENSMUSG00000058655.9","ENSMUST00000169681.2"
"18466","ENSMUSG00000029427.11","ENSMUST00000196282.4"
"18467","ENSMUSG00000027104.18","ENSMUST00000055833.11"
"18468","ENSMUSG00000094778.3","ENSMUST00000093865.2"
"18469","ENSMUSG00000102422.1","ENSMUST00000182006.3"
"18470","ENSMUSG00000032915.6","ENSMUST00000025004.6"
"18471","ENSMUSG00000024038.17","ENSMUST00000046288.15"
"18472","ENSMUSG00000045294.11","ENSMUST00000059155.10"
"18473","ENSMUSG00000046723.4","ENSMUST00000051614.4"
"18474","ENSMUSG00000043323.17","ENSMUST00000069483.11"
"18475","ENSMUSG00000032310.4","ENSMUST00000034860.4"
"18476","ENSMUSG00000024867.14","ENSMUST00000025800.14"
"18477","ENSMUSG00000024381.16","ENSMUST00000025239.8"
"18478","ENSMUSG00000028053.13","ENSMUST00000186583.6"
"18479","ENSMUSG00000079845.8","ENSMUST00000078775.12"
"18480","ENSMUSG00000093661.1","ENSMUST00000032151.2"
"18481","ENSMUSG00000040650.8","ENSMUST00000077356.6"
"18482","ENSMUSG00000070687.11","ENSMUST00000088677.4"
"18483","ENSMUSG00000030246.11","ENSMUST00000032373.11"
"18484","ENSMUSG00000073608.4","ENSMUST00000097632.4"
"18485","ENSMUSG00000027420.13","ENSMUST00000099296.3"
"18486","ENSMUSG00000030068.4","ENSMUST00000155466.1"
"18487","ENSMUSG00000047819.3","ENSMUST00000062623.3"
"18488","ENSMUSG00000071937.4","ENSMUST00000096663.4"
"18489","ENSMUSG00000031286.6","ENSMUST00000033643.5"
"18490","ENSMUSG00000071757.10","ENSMUST00000096430.10"
"18491","ENSMUSG00000026928.14","ENSMUST00000028294.6"
"18492","ENSMUSG00000034258.4","ENSMUST00000040461.3"
"18493","ENSMUSG00000020841.5","ENSMUST00000021201.5"
"18494","ENSMUSG00000046282.7","ENSMUST00000056331.7"
"18495","ENSMUSG00000028086.15","ENSMUST00000107679.7"
"18496","ENSMUSG00000049872.8","ENSMUST00000069125.7"
"18497","ENSMUSG00000020167.14","ENSMUST00000105342.7"
"18498","ENSMUSG00000030067.17","ENSMUST00000113328.8"
"18499","ENSMUSG00000054033.6","ENSMUST00000066814.6"
"18500","ENSMUSG00000019794.13","ENSMUST00000165806.7"
"18501","ENSMUSG00000071340.2","ENSMUST00000095758.2"
"18502","ENSMUSG00000036751.7","ENSMUST00000075738.5"
"18503","ENSMUSG00000056829.4","ENSMUST00000072915.3"
"18504","ENSMUSG00000039215.5","ENSMUST00000037696.5"
"18505","ENSMUSG00000082932.3","ENSMUST00000124729.3"
"18506","ENSMUSG00000030102.11","ENSMUST00000032192.8"
"18507","ENSMUSG00000073916.3","ENSMUST00000214260.1"
"18508","ENSMUSG00000034000.15","ENSMUST00000190212.6"
"18509","ENSMUSG00000039508.6","ENSMUST00000048052.6"
"18510","ENSMUSG00000020978.10","ENSMUST00000021362.4"
"18511","ENSMUSG00000066704.6","ENSMUST00000077855.7"
"18512","ENSMUSG00000021076.6","ENSMUST00000021479.5"
"18513","ENSMUSG00000044220.13","ENSMUST00000057178.10"
"18514","ENSMUSG00000045795.10","ENSMUST00000165460.1"
"18515","ENSMUSG00000024327.16","ENSMUST00000025186.15"
"18516","ENSMUSG00000034463.4","ENSMUST00000042046.4"
"18517","ENSMUSG00000034235.17","ENSMUST00000022356.11"
"18518","ENSMUSG00000049008.4","ENSMUST00000050493.3"
"18519","ENSMUSG00000044705.3","ENSMUST00000214216.1"
"18520","ENSMUSG00000039095.8","ENSMUST00000036177.8"
"18521","ENSMUSG00000018698.15","ENSMUST00000018842.13"
"18522","ENSMUSG00000066586.3","ENSMUST00000085623.3"
"18523","ENSMUSG00000094531.3","ENSMUST00000210963.2"
"18524","ENSMUSG00000053470.13","ENSMUST00000065509.10"
"18525","ENSMUSG00000046186.8","ENSMUST00000093812.4"
"18526","ENSMUSG00000022769.9","ENSMUST00000023453.9"
"18527","ENSMUSG00000095578.7","ENSMUST00000187433.6"
"18528","ENSMUSG00000029518.15","ENSMUST00000031492.14"
"18529","ENSMUSG00000034139.4","ENSMUST00000039047.4"
"18530","ENSMUSG00000040414.8","ENSMUST00000046038.8"
"18531","ENSMUSG00000074003.4","ENSMUST00000206435.1"
"18532","ENSMUSG00000001552.14","ENSMUST00000001592.14"
"18533","ENSMUSG00000049685.8","ENSMUST00000040944.8"
"18534","ENSMUSG00000027257.13","ENSMUST00000111349.8"
